Timestamp,What is your favorite color?,Gender?,What is your age? (Optional),What is your Myers-Briggs Type? (Optional)
12/27/2016 21:27:24,Violet,Male,14,INFP
12/27/2016 21:29:12,Orange,Male,21,
12/27/2016 21:29:12,Black,Male,18,
12/27/2016 21:29:41,,Male,32,INTJ
12/27/2016 21:30:00,Green,Female,26,INFJ
12/27/2016 21:30:07,,Male,,INTJ
12/27/2016 21:30:14,Orange,Female,20,INFP
12/27/2016 21:30:24,Violet,Male,,INTJ
12/27/2016 21:30:32,Black,Female,,ISTJ
12/27/2016 21:30:38,,,,
12/27/2016 21:30:42,Red,Male,,
12/27/2016 21:31:31,Blue,Male,34,INTJ
12/27/2016 21:32:23,Violet,Female,23,ENTJ
12/27/2016 21:33:17,Black,Female,19,INTJ
12/27/2016 21:34:43,Yellow,Female,24,
12/27/2016 21:35:04,Green,Male,29,INTJ
12/27/2016 21:36:16,Red,Female,19,
12/27/2016 21:36:17,Blue,Male,36,
12/27/2016 21:36:48,Violet,Female,35,
12/27/2016 21:37:13,Blue,Male,17,
12/27/2016 21:37:56,Red,Male,16,
12/27/2016 21:38:03,Violet,Female,30,
12/27/2016 21:38:20,Yellow,Female,,INTP
12/27/2016 21:38:25,Blue,Other,21,INTJ
12/27/2016 21:39:30,Blue,Female,30,
12/27/2016 21:39:40,,,,
12/27/2016 21:41:05,,,,
12/27/2016 21:41:38,Blue,Male,15,ENTJ
12/27/2016 21:44:06,Red,Male,,
12/27/2016 21:44:46,Red,Male,24,
12/27/2016 21:50:18,Pink,Female,22,INTJ
12/27/2016 21:53:18,,,,
12/27/2016 21:53:56,Orange,Female,22,
12/27/2016 21:54:06,Troll,Female,26,INTP
12/27/2016 21:54:12,Blue,Female,50,INTJ
12/27/2016 21:54:47,Brown,Female,26,INTP
12/27/2016 21:54:57,Grey,Other,22,INFP
12/27/2016 21:55:49,Yellow,Female,21,ENTP
12/27/2016 21:56:41,Violet,Female,22,INTJ
12/27/2016 21:57:29,Blue,Male,25,
12/27/2016 22:00:48,Black,Male,29,INFP
12/27/2016 22:01:40,Violet,Female,23,
12/27/2016 22:02:16,White,Male,21,
12/27/2016 22:02:32,Red,Female,29,
12/27/2016 22:05:22,Green,Male,21,ENFJ
12/27/2016 22:05:56,Red,Male,,
12/27/2016 22:06:15,Blue,Male,34,INFP
12/27/2016 22:06:18,Red,Male,18,INTP
12/27/2016 22:07:05,Black,Female,22,INTJ
12/27/2016 22:08:21,Blue,Female,21,INFJ
12/27/2016 22:08:23,Blue,Male,17,
12/27/2016 22:09:28,Black,Female,19,
12/27/2016 22:09:44,Blue,Male,20,INTJ
12/27/2016 22:09:59,Green,Female,,INFJ
12/27/2016 22:10:13,Blue,Female,24,INTJ
12/27/2016 22:10:34,Green,Male,22,INFJ
12/27/2016 22:10:57,Black,Female,21,
12/27/2016 22:12:29,Green,Male,31,INFJ
12/27/2016 22:12:36,Violet,Male,13,
12/27/2016 22:12:49,Red,Male,50,
12/27/2016 22:12:57,Grey,Male,22,
12/27/2016 22:13:53,,,,
12/27/2016 22:14:16,Blue,Male,,INTJ
12/27/2016 22:16:20,Blue,Female,,
12/27/2016 22:16:26,,,,
12/27/2016 22:16:33,Grey,Male,25,
12/27/2016 22:18:12,Green,Female,26,
12/27/2016 22:19:29,,,,
12/27/2016 22:20:49,Blue,Male,16,INTJ
12/27/2016 22:20:54,Grey,Female,22,INTJ
12/27/2016 22:21:33,Green,Female,34,INTJ
12/27/2016 22:22:56,Green,Female,27,INTP
12/27/2016 22:23:53,,,,
12/27/2016 22:23:56,Yellow,Male,18,
12/27/2016 22:25:06,,Male,22,INTJ
12/27/2016 22:25:35,Green,Male,22,INTJ
12/27/2016 22:27:01,Orange,Male,17,INTJ
12/27/2016 22:27:17,Black,Female,21,ENTP
12/27/2016 22:27:23,Violet,Female,32,INFJ
12/27/2016 22:27:41,Green,Female,26,INTJ
12/27/2016 22:27:48,Green,Male,38,INTJ
12/27/2016 22:27:52,Green,Male,17,INTP
12/27/2016 22:28:12,Green,Male,16,ISTJ
12/27/2016 22:28:13,Blue,Female,28,INFJ
12/27/2016 22:28:22,Blue,Male,16,ISFJ
12/27/2016 22:28:59,Cyan,Female,21,
12/27/2016 22:29:09,Green,Female,,
12/27/2016 22:30:12,Blue,Male,41,ISFJ
12/27/2016 22:31:00,Blue,Male,,
12/27/2016 22:32:13,Blue,Female,23,INFJ
12/27/2016 22:32:25,Violet,Female,31,INTJ
12/27/2016 22:32:26,Green,Female,19,
12/27/2016 22:33:43,Blue,Male,16,
12/27/2016 22:33:43,,Female,27,
12/27/2016 22:34:06,Pink,Female,27,
12/27/2016 22:35:31,Cyan,Male,22,INFJ
12/27/2016 22:35:38,Violet,Male,18,ENTJ
12/27/2016 22:36:07,Orange,Female,28,INTJ
12/27/2016 22:36:23,Green,Female,21,ENTJ
12/27/2016 22:37:29,Red,Female,,
12/27/2016 22:37:51,Blue,Female,23,
12/27/2016 22:38:09,Grey,Male,21,INTJ
12/27/2016 22:38:35,Yellow,Male,22,ENTJ
12/27/2016 22:39:23,Blue,Female,29,INTJ
12/27/2016 22:43:00,Brown,Male,30,INTP
12/27/2016 22:43:06,Green,Male,22,
12/27/2016 22:43:18,,,,
12/27/2016 22:43:21,,,,
12/27/2016 22:45:01,Cyan,Female,24,INFP
12/27/2016 22:45:02,Grey,Female,19,INTJ
12/27/2016 22:46:33,Blue,Female,21,INTJ
12/27/2016 22:46:49,Violet,Male,18,ISTP
12/27/2016 22:47:01,Green,Other,21,INTP
12/27/2016 22:48:48,Green,Male,22,
12/27/2016 22:49:35,Blue,Male,22,INFP
12/27/2016 22:49:35,,,,
12/27/2016 22:50:10,Red,Female,26,ISTJ
12/27/2016 22:51:22,Troll,Female,299,INTJ
12/27/2016 22:51:35,Blue,Female,26,ISTJ
12/27/2016 22:52:01,Blue,Male,18,
12/27/2016 22:52:21,Blue,Male,18,INFP
12/27/2016 22:52:34,Blue,Troll,21,ENFJ
12/27/2016 22:52:56,Violet,Male,23,INTJ
12/27/2016 22:53:28,Brown,Male,30,INTP
12/27/2016 22:53:35,Blue,Male,,ENTJ
12/27/2016 22:54:07,Blue,Female,,
12/27/2016 22:54:21,Violet,Female,,ENTJ
12/27/2016 22:54:32,Green,Female,27,
12/27/2016 22:55:42,Green,Male,24,INTP
12/27/2016 22:55:54,,Female,,
12/27/2016 22:56:02,Orange,Female,33,
12/27/2016 22:56:12,Green,Female,,ISTJ
12/27/2016 22:56:41,Blue,Male,,
12/27/2016 22:57:17,,,,
12/27/2016 22:57:21,Blue,Female,24,INTJ
12/27/2016 22:58:33,Violet,Male,19,INTJ
12/27/2016 22:58:53,Blue,Male,14,
12/27/2016 23:00:05,Red,Female,25,
12/27/2016 23:00:25,,Female,,INFJ
12/27/2016 23:01:12,Blue,Female,18,INFP
12/27/2016 23:01:18,,Male,28,INTP
12/27/2016 23:01:34,Blue,Male,19,
12/27/2016 23:01:43,,Male,23,
12/27/2016 23:02:35,,,,INFP
12/27/2016 23:03:59,Red,Male,20,ISTJ
12/27/2016 23:05:23,Orange,Female,26,INTJ
12/27/2016 23:06:21,Other,Male,16,INTP
12/27/2016 23:07:35,Green,Female,59,
12/27/2016 23:07:47,Blue,Male,20,ISTP
12/27/2016 23:09:48,Orange,Female,21,INFP
12/27/2016 23:10:50,Red,Female,26,
12/27/2016 23:12:49,Blue,Male,19,
12/27/2016 23:14:44,,,,
12/27/2016 23:14:50,Blue,Male,,ISFP
12/27/2016 23:16:47,Pink,Female,32,
12/27/2016 23:17:44,Green,Male,25,INFP
12/27/2016 23:18:24,Green,Female,32,
12/27/2016 23:20:55,,Male,26,INTP
12/27/2016 23:21:19,Green,Male,26,INTP
12/27/2016 23:22:43,Blue,Female,26,INTJ
12/27/2016 23:22:43,Green,Female,32,
12/27/2016 23:24:11,Red,Female,52,
12/27/2016 23:24:58,Blue,Male,24,INTJ
12/27/2016 23:27:11,Green,Female,25,INTJ
12/27/2016 23:27:51,,Male,,
12/27/2016 23:28:07,Green,Male,,
12/27/2016 23:28:45,,,,
12/27/2016 23:29:57,Orange,Male,18,INTJ
12/27/2016 23:30:42,Troll,Male,22,
12/27/2016 23:30:49,Grey,Male,20,ISTJ
12/27/2016 23:30:50,Green,Male,,
12/27/2016 23:32:08,Black,Male,20,
12/27/2016 23:33:31,Green,Male,21,INTJ
12/27/2016 23:34:16,,,,
12/27/2016 23:34:56,,,,
12/27/2016 23:39:16,Pink,Female,,ISTJ
12/27/2016 23:40:38,,Female,21,INFJ
12/27/2016 23:41:03,Green,Female,21,INFJ
12/27/2016 23:41:23,,,,
12/27/2016 23:42:35,Blue,Female,21,INFJ
12/27/2016 23:44:26,Violet,Other,,
12/27/2016 23:44:54,Red,Male,,INTP
12/27/2016 23:44:59,Orange,Male,24,
12/27/2016 23:46:46,Violet,Male,19,ESFP
12/27/2016 23:46:58,,,,
12/27/2016 23:50:41,Red,Female,17,ENFJ
12/27/2016 23:50:55,Yellow,Female,22,INFJ
12/27/2016 23:51:54,,,,
12/27/2016 23:53:36,Green,Female,22,
12/27/2016 23:53:39,Blue,Female,28,ENFJ
12/27/2016 23:53:47,Yellow,Male,17,
12/27/2016 23:58:32,Black,Male,22,
12/27/2016 23:59:32,Green,Female,23,INTP
12/28/2016 0:00:06,Blue,Female,26,
12/28/2016 0:00:18,Green,Male,26,INTJ
12/28/2016 0:00:45,Blue,Female,19,
12/28/2016 0:01:29,Violet,Female,23,
12/28/2016 0:02:54,Blue,Male,55,ENTP
12/28/2016 0:03:03,Cyan,Male,,INFP
12/28/2016 0:03:16,,,,
12/28/2016 0:03:22,Blue,Female,27,
12/28/2016 0:04:20,Violet,Female,26,INFP
12/28/2016 0:07:56,Blue,Male,20,INTJ
12/28/2016 0:09:12,Cyan,Female,27,
12/28/2016 0:11:16,Green,Male,20,ISTJ
12/28/2016 0:11:42,Cyan,Female,25,INFP
12/28/2016 0:14:19,Violet,Male,19,ISTJ
12/28/2016 0:14:53,Cyan,Female,,ENTJ
12/28/2016 0:14:30,Grey,Female,31,ENTJ
12/28/2016 0:15:07,Troll,Troll,420,
12/28/2016 0:15:26,Blue,Male,,
12/28/2016 0:17:19,Violet,Male,20,ISTP
12/28/2016 0:18:49,Red,Female,25,ESFP
12/28/2016 0:18:55,Orange,Male,,
12/28/2016 0:19:45,Blue,Male,18,
12/28/2016 0:21:37,Red,Male,17,
12/28/2016 0:23:24,,,,
12/28/2016 0:25:18,,,,
12/28/2016 0:25:23,,,,
12/28/2016 0:25:27,,,,
12/28/2016 0:25:33,,,,
12/28/2016 0:25:56,Blue,Male,16,
12/28/2016 0:27:04,Violet,Female,23,INFJ
12/28/2016 0:28:52,Green,Male,28,
12/28/2016 0:29:37,Green,Male,,
12/28/2016 0:29:21,Violet,Male,20,
12/28/2016 0:30:45,Cyan,Female,21,INTP
12/28/2016 0:32:20,Blue,Female,,
12/28/2016 0:32:47,Green,Male,17,INTJ
12/28/2016 0:33:03,Violet,Male,18,ENTP
12/28/2016 0:33:37,Green,Female,33,
12/28/2016 0:37:39,,,,
12/28/2016 0:39:53,Yellow,Female,15,INTP
12/28/2016 0:41:05,Green,Female,29,INFJ
12/28/2016 0:41:57,,Male,28,
12/28/2016 0:42:01,Red,Male,23,ENFP
12/28/2016 0:42:23,Green,Male,28,
12/28/2016 0:42:53,Orange,Male,26,INFP
12/28/2016 0:43:35,,Male,23,INTP
12/28/2016 0:43:35,Green,Male,21,INFJ
12/28/2016 0:43:46,,Male,,INTP
12/28/2016 0:44:01,Green,Male,23,INTP
12/28/2016 0:44:38,Green,Male,20,
12/28/2016 0:47:21,Green,Male,21,
12/28/2016 0:49:40,Green,Male,30,
12/28/2016 0:50:49,,Female,27,INTJ
12/28/2016 0:51:52,Blue,Female,27,INTJ
12/28/2016 0:51:53,Black,Male,15,
12/28/2016 0:53:11,Blue,Male,18,ISTJ
12/28/2016 0:55:22,Yellow,Male,20,
12/28/2016 0:55:37,Violet,Female,30,INFJ
12/28/2016 0:56:02,Red,Male,21,
12/28/2016 0:57:12,Green,Male,,
12/28/2016 0:59:11,,,,
12/28/2016 1:02:05,Black,Female,24,INTP
12/28/2016 1:03:24,Green,Female,21,
12/28/2016 1:05:05,Blue,Female,22,
12/28/2016 1:05:16,Blue,Female,30,
12/28/2016 1:06:27,Green,Male,18,
12/28/2016 1:06:50,Green,Other,34,INFP
12/28/2016 1:09:34,Blue,Female,28,INFJ
12/28/2016 1:11:58,Blue,Male,14,ISTP
12/28/2016 1:13:59,Blue,Male,16,ENFP
12/28/2016 1:15:45,,,,
12/28/2016 1:16:22,Pink,Female,24,INTJ
12/28/2016 1:17:13,Yellow,Male,18,ENTP
12/28/2016 1:18:35,Red,Female,21,INFJ
12/28/2016 1:18:47,Blue,Male,15,ISTJ
12/28/2016 1:19:14,Cyan,Female,16.91666667,INFJ
12/28/2016 1:19:16,Blue,Female,54,ISFJ
12/28/2016 1:20:09,Blue,Male,27,
12/28/2016 1:20:24,Blue,Female,30,
12/28/2016 1:26:16,Red,Male,,
12/28/2016 1:27:14,Yellow,Female,,
12/28/2016 1:28:32,Violet,Male,18,
12/28/2016 1:28:45,Violet,Female,18,
12/28/2016 1:30:25,Orange,Female,30,
12/28/2016 1:31:22,Cyan,Male,18,INTJ
12/28/2016 1:35:39,Other,Male,28,
12/28/2016 1:35:00,,,,
12/28/2016 1:40:58,,,,
12/28/2016 1:41:16,Blue,Female,19,ENTJ
12/28/2016 1:41:49,Blue,Female,19,INTJ
12/28/2016 1:42:54,Blue,Female,,
12/28/2016 1:43:18,Blue,Female,,ENFJ
12/28/2016 1:43:39,,Male,21,ENTP
12/28/2016 1:44:06,Violet,Male,25,INTP
12/28/2016 1:44:41,Pink,Female,18,ENFJ
12/28/2016 1:47:11,Cyan,Female,30,
12/28/2016 1:47:27,Green,Female,22,
12/28/2016 1:48:17,Blue,Male,23,ENTP
12/28/2016 1:49:07,,Female,26,
12/28/2016 1:49:26,Red,Female,26,
12/28/2016 1:49:56,,,,
12/28/2016 1:50:00,,Female,32,INTP
12/28/2016 1:50:38,Green,Female,32,INTP
12/28/2016 1:51:31,Other,Male,23,INTJ
12/28/2016 1:52:24,Red,Male,25,INTP
12/28/2016 1:58:46,Red,Male,19,
12/28/2016 2:02:42,,Male,22,INTP
12/28/2016 2:03:08,Blue,Male,22,INTP
12/28/2016 2:03:31,Violet,Male,20,INFP
12/28/2016 2:05:31,,,,
12/28/2016 2:09:35,Yellow,Male,18,INFP
12/28/2016 2:11:54,Green,Male,15,ISTJ
12/28/2016 2:12:41,Blue,Female,,
12/28/2016 2:15:26,Green,Male,25,INTJ
12/28/2016 2:24:03,Black,Male,20,ENFP
12/28/2016 2:25:05,Red,Female,25,ESFP
12/28/2016 2:25:53,,Female,44,INTP
12/28/2016 2:26:59,Violet,Female,44,INTP
12/28/2016 2:30:16,Black,Female,20,INFJ
12/28/2016 2:31:54,Violet,Male,30,INTJ
12/28/2016 2:36:04,,,,
12/28/2016 2:41:14,Red,Male,20,
12/28/2016 2:42:08,Violet,Female,24,
12/28/2016 2:42:15,Orange,Female,23,INTP
12/28/2016 2:47:39,Violet,Male,17,
12/28/2016 2:48:38,,Female,25,ENFP
12/28/2016 2:49:04,Blue,Female,25,ENFP
12/28/2016 2:57:22,Violet,Male,15,
12/28/2016 2:59:51,Blue,Female,30,INTJ
12/28/2016 3:04:19,Orange,Female,22,INTJ
12/28/2016 3:06:01,Yellow,Female,19,ISTP
12/28/2016 3:06:35,Orange,Male,19,INTP
12/28/2016 3:07:05,,Female,46,
12/28/2016 3:07:31,Green,Male,18,
12/28/2016 3:09:26,Violet,Female,22,
12/28/2016 3:09:35,Green,Male,28,ISTJ
12/28/2016 3:09:45,Cyan,Female,38,
12/28/2016 3:17:32,Black,Male,22,INTP
12/28/2016 3:20:27,Pink,Female,23,INFP
12/28/2016 3:27:05,Other,Male,21,
12/28/2016 3:29:22,Black,Male,20,INTP
12/28/2016 3:31:11,Magenta,Male,31,INTP
12/28/2016 3:34:53,Blue,Female,23,ESFP
12/28/2016 3:35:29,Blue,Male,18,
12/28/2016 3:36:09,Green,Female,22,
12/28/2016 3:41:16,Yellow,Female,22,INTJ
12/28/2016 3:45:10,Black,Female,35,INTJ
12/28/2016 3:50:30,Green,Female,15,
12/28/2016 3:52:35,Yellow,Female,21,INTJ
12/28/2016 3:53:34,Orange,Male,22,INTP
12/28/2016 4:01:47,Blue,Female,,
12/28/2016 4:10:17,Blue,Female,24,INTJ
12/28/2016 4:13:53,Blue,Male,17,
12/28/2016 4:15:01,Blue,Male,19,
12/28/2016 4:21:21,Grey,Other,28,INTP
12/28/2016 4:22:44,Violet,Male,19,INFJ
12/28/2016 4:23:37,,,,
12/28/2016 4:23:59,Green,Male,18,INTJ
12/28/2016 4:24:44,,,,
12/28/2016 4:29:24,Violet,Male,29,INTJ
12/28/2016 4:31:34,Red,Male,24,ENTP
12/28/2016 4:35:31,Other,Male,22,INTP
12/28/2016 4:37:21,Orange,Male,18,INTJ
12/28/2016 4:39:00,Orange,Male,18,ENTJ
12/28/2016 4:39:27,Orange,Male,18,INTJ
12/28/2016 4:41:29,Black,Female,22,ISTP
12/28/2016 4:42:08,Red,Male,22,
12/28/2016 4:43:26,Red,Female,,INTP
12/28/2016 4:51:47,Orange,Female,,ENFP
12/28/2016 4:48:04,Cyan,Other,27,INTP
12/28/2016 4:50:00,Orange,Male,21,
12/28/2016 4:56:34,Blue,Male,18,INTJ
12/28/2016 5:03:13,Orange,Male,18,
12/28/2016 5:06:19,Blue,Male,20,
12/28/2016 5:09:27,Green,Male,37,INFP
12/28/2016 5:16:20,Blue,Female,,ISTP
12/28/2016 5:25:06,Violet,Female,23,INFP
12/28/2016 5:29:54,Violet,Male,18,
12/28/2016 5:31:38,Black,Other,23,ENFP
12/28/2016 5:35:06,Grey,Female,27,ISFP
12/28/2016 5:52:21,,,,INTP
12/28/2016 5:58:37,Orange,Male,29,INTP
12/28/2016 6:00:17,Green,Male,21,
12/28/2016 6:03:58,Violet,Female,28,
12/28/2016 6:06:59,Black,Female,21,
12/28/2016 6:11:39,Other,Male,30,INTP
12/28/2016 6:16:23,Red,Male,20,ISTP
12/28/2016 6:20:45,Blue,Female,18,
12/28/2016 6:29:51,Black,Male,22,INTP
12/28/2016 6:33:05,Grey,Female,33,
12/28/2016 6:37:04,Violet,Male,18,
12/28/2016 6:43:08,Cyan,Female,20,INTJ
12/28/2016 6:44:50,Green,Male,16,
12/28/2016 6:46:07,Blue,Male,15,
12/28/2016 6:48:55,Violet,Female,25,
12/28/2016 6:51:14,Blue,Male,19,
12/28/2016 7:00:51,Yellow,Male,,
12/28/2016 7:01:45,Green,Male,28,
12/28/2016 7:11:49,Blue,Female,31,
